Timestamp,Roll,Pitch,Yaw,Flex
16:45:44.215886,445303,49.84,-5.39,213243.50,0.00
16:45:44.225845,445313,49.85,-5.32,213248.48,5.00
16:45:44.235798,445323,49.85,-5.37,213253.47,1.00
16:45:44.245853,445333,49.80,-5.44,213258.45,0.00
16:45:44.255845,445343,49.72,-5.53,213262.94,1.00
16:45:44.265839,445353,49.72,-5.54,213268.42,0.00
16:45:44.275869,445363,49.68,-5.54,213272.91,1.00
16:45:44.285859,445373,49.67,-5.54,213278.38,0.00
16:45:44.295883,445383,49.65,-5.45,213283.36,1.00
16:45:44.305844,445393,49.69,-5.41,213288.34,0.00
16:45:44.315868,445403,49.70,-5.38,213293.33,1.00
16:45:44.325824,445413,49.71,-5.38,213298.31,0.00
16:45:44.335922,445423,49.65,-5.34,213303.30,1.00
16:45:44.345868,445433,49.64,-5.36,213307.78,0.00
16:45:44.355883,445443,49.61,-5.39,213312.77,1.00
16:45:44.365841,445453,49.60,-5.43,213318.25,0.00
16:45:44.375664,445463,49.62,-5.42,213322.73,1.00
16:45:44.385889,445473,49.66,-5.43,213328.22,0.00
16:45:44.395891,445483,49.68,-5.55,213333.20,1.00
16:45:44.405836,445493,49.66,-5.70,213338.19,0.00
16:45:44.415835,445503,49.64,-5.81,213343.17,1.00
16:45:44.425853,445513,49.66,-5.80,213348.16,0.00
16:45:44.435851,445523,49.75,-5.67,213353.14,1.00
16:45:44.445860,445533,49.82,-5.54,213358.13,0.00
16:45:44.455888,445543,49.86,-5.47,213363.11,1.00
16:45:44.465858,445553,49.84,-5.44,213368.09,0.00
16:45:44.475842,445563,49.78,-5.43,213373.08,1.00
16:45:44.485763,445573,49.67,-5.51,213378.06,0.00
16:45:44.495879,445583,49.51,-5.63,213383.05,1.00
16:45:44.505868,445593,49.41,-5.68,213387.53,0.00
16:45:44.515929,445603,49.34,-5.63,213393.02,1.00
16:45:44.525855,445613,49.34,-5.49,213397.50,0.00
16:45:44.535853,445623,49.38,-5.40,213402.98,1.00
16:45:44.545841,445633,49.42,-5.39,213407.97,0.00
16:45:44.555851,445643,49.44,-5.42,213412.45,1.00
16:45:44.565868,445653,49.50,-5.45,213417.94,0.00
16:45:44.575879,445663,49.53,-5.53,213422.92,1.00
16:45:44.585873,445673,49.52,-5.63,213427.91,0.00
16:45:44.595842,445683,49.55,-5.71,213432.89,1.00
16:45:44.605859,445693,49.63,-5.68,213437.88,0.00
16:45:44.615855,445703,49.70,-5.66,213442.86,1.00
16:45:44.625881,445713,49.72,-5.66,213447.84,0.00
16:45:44.635886,445723,49.74,-5.62,213452.83,1.00
16:45:44.645867,445733,49.76,-5.59,213457.81,0.00
16:45:44.655868,445743,49.73,-5.64,213462.80,1.00
16:45:44.665850,445753,49.71,-5.65,213467.78,0.00
16:45:44.675869,445763,49.62,-5.66,213472.77,1.00
16:45:44.686069,445773,49.59,-5.65,213477.75,0.00
16:45:44.695929,445783,49.52,-5.56,213482.23,1.00
16:45:44.705886,445793,49.46,-5.51,213487.22,0.00
16:45:44.715850,445803,49.42,-5.43,213492.70,1.00
16:45:44.725930,445813,49.35,-5.40,213497.19,0.00
16:45:44.735853,445823,49.38,-5.37,213502.67,1.00
16:45:44.745873,445833,49.40,-5.41,213507.66,0.00
16:45:44.755867,445843,49.43,-5.41,213512.14,1.00
16:45:44.765902,445853,49.50,-5.39,213517.63,0.00
16:45:44.776388,445863,49.51,-5.40,213522.61,1.00
16:45:44.785478,445873,49.54,-5.45,213527.59,0.00
16:45:44.795549,445883,49.54,-5.55,213532.58,2.00
16:45:44.805808,445893,49.48,-5.63,213537.06,0.00
16:45:44.815176,445903,49.51,-5.68,213542.55,0.00
16:45:44.825296,445913,49.52,-5.69,213547.03,0.00
16:45:44.835474,445923,49.49,-5.76,213552.52,1.00
16:45:44.845889,445933,49.47,-5.82,213557.50,0.00
16:45:44.855063,445943,49.54,-5.82,213562.48,1.00
16:45:44.866209,445953,49.61,-5.71,213567.47,0.00
16:45:44.875869,445963,54.14,-5.59,213572.45,2.00
16:45:44.885911,445973,58.23,-5.47,213577.44,0.00
16:45:44.895080,445983,61.41,-5.35,213581.92,2.00
16:45:44.905853,445993,60.16,-5.25,213587.41,0.00
16:45:44.915850,446003,59.06,-5.20,213592.39,1.00
16:45:44.925842,446013,57.99,-5.21,213597.38,0.00
16:45:44.936023,446023,57.05,-5.32,213602.36,1.00
16:45:44.946297,446033,56.20,-5.46,213607.34,0.00
16:45:44.955869,446043,55.48,-5.49,213612.33,1.00
16:45:44.965877,446053,54.89,-5.49,213617.31,0.00
16:45:44.973826,timestamp,roll,pitch,yaw,flex
16:45:44.977759,446063,54.40,-5.43,213622.30,1.00
16:45:44.985870,446073,53.97,-5.36,213627.28,0.00
16:45:44.995439,446083,53.57,-5.31,213632.27,1.00
16:45:45.005854,446093,57.67,-5.36,213637.25,0.00
16:45:45.015863,446103,56.82,-5.47,213642.23,1.00
16:45:45.025853,446113,56.04,-5.59,213646.72,0.00
16:45:45.035869,446123,55.36,-5.63,213651.70,1.00
16:45:45.045868,446133,54.69,-5.67,213656.69,0.00
16:45:45.055868,446143,54.18,-5.63,213661.67,1.00
16:45:45.065841,446153,53.73,-5.54,213667.14,0.00
16:45:45.075911,446163,53.30,-5.53,213671.63,1.00
16:45:45.085767,446173,53.01,-5.50,213677.11,0.00
16:45:45.095946,446183,52.70,-5.48,213682.09,1.00
16:45:45.105599,446193,52.42,-5.51,213686.58,0.00
16:45:45.115881,446203,52.07,-5.64,213691.56,1.00
16:45:45.125866,446213,51.75,-5.78,213696.55,0.00
16:45:45.135806,446223,51.53,-5.85,213702.03,1.00
16:45:45.145869,446233,51.37,-5.81,213706.52,0.00
16:45:45.155850,446243,51.23,-5.75,213711.98,1.00
16:45:45.165909,446253,51.10,-5.70,213716.97,0.00
16:45:45.175931,446263,50.90,-5.59,213721.95,1.00
16:45:45.185880,446273,50.72,-5.46,213726.44,0.00
16:45:45.195858,446283,50.56,-5.32,213731.92,1.00
16:45:45.205866,446293,50.40,-5.24,213736.91,0.00
16:45:45.215868,446303,50.18,-5.21,213741.39,1.00
16:45:45.225858,446313,49.99,-5.18,213746.38,0.00
16:45:45.235818,446323,49.83,-5.20,213751.86,1.00
16:45:45.245688,446333,49.72,-5.24,213756.84,0.00
16:45:45.256383,446343,49.65,-5.28,213761.83,1.00
16:45:45.265876,446353,49.64,-5.35,213766.31,0.00
16:45:45.275749,446363,49.64,-5.38,213771.80,1.00
16:45:45.285767,446373,49.64,-5.43,213776.78,0.00
